1.1415315888933508,1.1468665338413018,1.173340952657648,1.199815371473994,1.3495032348942761,1.499191098314558,1.86027370041879
10.0,100.0,300.0,1000.

0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
9.58845444602724,99.48021487753242,252.89548601396888,0
9.58845444602724,99.48021487753242,230.12290670465404,0
8.604101209699207,98.94716391154073,286.6938139143565,0
8.942392718118818,98.36631989930703,298.7244272859316,420.380584765835
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
8.0,83.0,211.0,0
8.0,83.0,192.0,0
6.0,69.0,217.0,0
5.0,55.0,170.0,268.0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
3.789473684210526,36.473684210526315,91.42105263157895,0
3.31578947368421,37.421052631578945,83.36842105263158,0
2.8421052631578947,30.31578947368421,93.3157894736842,0
1.8947368421052633,23.210526315789473,71.05263157894736,116.52631578947368
